03/07/2019 13:38:23,loc89,28
03/07/2019 13:43:23,loc89,30
03/07/2019 13:48:23,loc89,28
03/07/2019 13:53:23,loc89,32
03/07/2019 13:58:23,loc89,30
03/07/2019 14:03:23,loc89,30
03/07/2019 14:08:23,loc89,31
03/07/2019 14:13:23,loc89,30
03/07/2019 14:18:23,loc89,28
03/07/2019 14:23:23,loc89,28
03/07/2019 14:28:23,loc89,30
03/07/2019 14:33:23,loc89,30
03/07/2019 14:38:23,loc89,31
03/07/2019 14:43:23,loc89,33
03/07/2019 14:48:23,loc89,32
03/07/2019 14:53:23,loc89,29
03/07/2019 14:58:23,loc89,36
03/07/2019 15:03:23,loc89,28
03/07/2019 15:08:23,loc89,30
03/07/2019 15:13:23,loc89,29
03/07/2019 15:18:23,loc89,28
03/07/2019 15:23:23,loc89,33
03/07/2019 15:28:23,loc89,29
03/07/2019 15:33:23,loc89,29
03/07/2019 15:38:23,loc89,31
03/07/2019 15:43:23,loc89,28
03/07/2019 15:48:23,loc89,29
03/07/2019 15:53:23,loc89,37
03/07/2019 15:58:23,loc89,30
03/07/2019 16:03:23,loc89,31
03/07/2019 16:08:23,loc89,34
03/07/2019 16:13:23,loc89,29
03/07/2019 16:18:23,loc89,30
03/07/2019 16:23:23,loc89,33
03/07/2019 16:28:23,loc89,28
03/07/2019 16:33:23,loc89,30
03/07/2019 16:38:23,loc89,31
03/07/2019 16:43:23,loc89,34
03/07/2019 16:48:23,loc89,31
03/07/2019 16:53:23,loc89,31
03/07/2019 16:58:23,loc89,28
03/07/2019 17:03:23,loc89,34
03/07/2019 17:08:23,loc89,33
03/07/2019 17:13:23,loc89,33
03/07/2019 17:18:23,loc89,29
03/07/2019 17:23:23,loc89,33
03/07/2019 17:28:23,loc89,28
03/07/2019 17:33:23,loc89,29
03/07/2019 17:38:23,loc89,35
03/07/2019 17:43:23,loc89,30
03/07/2019 17:48:23,loc89,28
03/07/2019 17:53:23,loc89,37
03/07/2019 17:58:23,loc89,29
03/07/2019 18:03:23,loc89,30
03/07/2019 18:08:23,loc89,32
03/07/2019 18:13:23,loc89,28
03/07/2019 18:18:23,loc89,31
03/07/2019 18:23:23,loc89,28
03/07/2019 18:28:23,loc89,28
03/07/2019 18:33:23,loc89,28
03/07/2019 18:38:23,loc89,30
03/07/2019 18:43:23,loc89,30
03/07/2019 18:48:23,loc89,30
03/07/2019 18:53:23,loc89,32
03/07/2019 18:58:23,loc89,31
03/07/2019 19:03:23,loc89,29
