03/06/2019 11:28:33,loc143,26
03/06/2019 11:33:33,loc143,27
03/06/2019 11:38:33,loc143,34
03/06/2019 11:43:33,loc143,26
03/06/2019 11:48:33,loc143,27
03/06/2019 11:53:33,loc143,27
03/06/2019 11:58:33,loc143,26
03/06/2019 12:03:33,loc143,29
03/06/2019 12:08:33,loc143,28
03/06/2019 12:13:33,loc143,27
03/06/2019 12:18:33,loc143,30
03/06/2019 12:23:33,loc143,29
03/06/2019 12:28:33,loc143,32
03/06/2019 12:33:33,loc143,27
03/06/2019 12:38:33,loc143,26
03/06/2019 12:43:33,loc143,28
03/06/2019 12:48:33,loc143,28
03/06/2019 12:53:33,loc143,26
03/06/2019 12:58:33,loc143,27
03/06/2019 13:03:33,loc143,29
03/06/2019 13:08:33,loc143,26
03/06/2019 13:13:33,loc143,27
03/06/2019 13:18:33,loc143,28
03/06/2019 13:23:33,loc143,26
03/06/2019 13:28:33,loc143,28
03/06/2019 13:33:33,loc143,29
03/06/2019 13:38:33,loc143,31
03/06/2019 13:43:33,loc143,26
03/06/2019 13:48:33,loc143,26
03/06/2019 13:53:33,loc143,26
03/06/2019 13:58:33,loc143,29
03/06/2019 14:03:33,loc143,34
03/06/2019 14:08:33,loc143,33
03/06/2019 14:13:33,loc143,29
03/06/2019 14:18:33,loc143,30
03/06/2019 14:23:33,loc143,26
03/06/2019 14:28:33,loc143,26
03/06/2019 14:33:33,loc143,29
03/06/2019 14:38:33,loc143,26
03/06/2019 14:43:33,loc143,31
03/06/2019 14:48:33,loc143,29
03/06/2019 14:53:33,loc143,30
03/06/2019 14:58:33,loc143,27
03/06/2019 15:03:33,loc143,30
03/06/2019 15:08:33,loc143,27
03/06/2019 15:13:33,loc143,28
03/06/2019 15:18:33,loc143,26
03/06/2019 15:23:33,loc143,27
03/06/2019 15:28:33,loc143,34
03/06/2019 15:33:33,loc143,29
03/06/2019 15:38:33,loc143,26
03/06/2019 15:43:33,loc143,34
03/06/2019 15:48:33,loc143,30
03/06/2019 15:53:33,loc143,26
03/06/2019 15:58:33,loc143,26
03/06/2019 16:03:33,loc143,29
03/06/2019 16:08:33,loc143,29
03/06/2019 16:13:33,loc143,28
03/06/2019 16:18:33,loc143,26
03/06/2019 16:23:33,loc143,27
03/06/2019 16:28:33,loc143,35
03/06/2019 16:33:33,loc143,26
03/06/2019 16:38:33,loc143,28
03/06/2019 16:43:33,loc143,31
